Region;Zone;Wereda;pcode;Date;seasone;seson_year;directely affected;Indirectly Affected;Affected;Deaths;Injured;Crop Damages;Lost Cattle ;Relocated ;Houses Destroyed 
 Addis Ababa; Zone 5;;#N/A;10/01/2007;Belge;Belge_2007;;65,00;65; ; ; ;0; ; 
 Addis Ababa; ;;#N/A;03/01/2008;Belge;Belge_2008;;101,00;101; ; ; ;0; ;14
 Addis Ababa; Zone 5;;#N/A;07/09/2007;Kiremt;Kiremt_2007;; ;; ; ; ;0; ;1
 Addis Ababa; Zone 5;;#N/A;16/01/2007;Belge;Belge_2007;;6,00;6; ; ; ;0; ; 
 Addis Ababa; Zone 3;;#N/A;08/01/2007;Belge;Belge_2007;;90,00;90; ; ; ;0; ; 
 Addis Ababa; Zone 6;;#N/A;27/09/2007;Kiremt;Kiremt_2007;;6,00;6; ; ; ;0; ; 
 Addis Ababa; Zone 6;;#N/A;19/09/2007;Kiremt;Kiremt_2007;;88,00;88; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;20/08/2007;Kiremt;Kiremt_2007;;169,00;169; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;600,00;600; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;13,00;13; ; ; ;0; ;5
 Addis Ababa; Zone 4;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;77,00;77; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;53,00;53; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;59,00;59; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;15/12/2007;Kiremt;Kiremt_2007;;202,00;202; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;14/12/2007;Kiremt;Kiremt_2007;;137,00;137; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;14/12/2007;Kiremt;Kiremt_2007;;122,00;122; ; ; ;0; ;5
 Addis Ababa; Zone 4;;#N/A;20/08/2007;Kiremt;Kiremt_2007;;715,00;715; ; ; ;0; ; 
 Addis Ababa; Bole;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;53,00;53; ; ; ;0; ; 
 Addis Ababa; Aradra;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;72,00;72; ; ; ;0; ; 
 Addis Ababa; Aradra;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;6,00;6; ; ; ;0; ; 
 Addis Ababa; Aradra;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;16,00;16; ; ; ;0; ; 
 Addis Ababa; Aradra;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;45,00;45; ; ; ;0; ; 
 Addis Ababa; Aradra;;#N/A;14/12/2007;Kiremt;Kiremt_2007;;61,00;61; ; ; ;0; ; 
 Addis Ababa; Aradra;;#N/A;14/12/2007;Kiremt;Kiremt_2007;;14,00;14; ; ; ;0; ; 
 Addis Ababa; Aradra;;#N/A;14/12/2007;Kiremt;Kiremt_2007;;49,00;49; ; ; ;0; ; 
 Addis Ababa; Aradra;;#N/A;20/08/2007;Kiremt;Kiremt_2007;;14,00;14; ; ; ;0; ; 
 Addis Ababa; Aradra;;#N/A;20/08/2007;Kiremt;Kiremt_2007;;12,00;12; ; ; ;0; ; 
 Addis Ababa; Aradra;;#N/A;20/08/2007;Kiremt;Kiremt_2007;;45,00;45; ; ; ;0; ; 
 Addis Ababa; Aradra;;#N/A;20/08/2007;Kiremt;Kiremt_2007;;53,00;53; ; ; ;0; ; 
 Addis Ababa; Zone 1;;#N/A;27/11/2008;Kiremt;Kiremt_2008;;181,00;181; ; ; ;0; ; 
 Addis Ababa; Zone 1;;#N/A;07/09/2007;Kiremt;Kiremt_2007;;20,00;20; ; ; ;0; ; 
 Addis Ababa; Zone 1;;#N/A;22/12/2007;Kiremt;Kiremt_2007;;842,00;842; ; ; ;0; ; 
 Addis Ababa; Addis Ketema;;#N/A;25/08/2007;Kiremt;Kiremt_2007;;68,00;68; ; ; ;0; ; 
 Addis Ababa; Addis Ketema;;#N/A;25/08/2007;Kiremt;Kiremt_2007;;120,00;120; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;37,00;37; ; ; ;0; ; 
 Addis Ababa; Zone 6;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;5,00;5; ; ; ;0; ; 
 Addis Ababa; Zone 6;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;79,00;79; ; ; ;0; ; 
 Addis Ababa; Zone 6;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;7,00;7; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;47,00;47; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;57,00;57; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;264,00;264; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;47,00;47; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;27,00;27; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;26,00;26; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;44,00;44; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;100,00;100; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;19,00;19; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;36,00;36; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;8,00;8; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;180,00;180; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;128,00;128; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;86,00;86; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;66,00;66; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;261,00;261; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;56,00;56; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;62,00;62; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;82,00;82; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;244,00;244; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;26,00;26; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;23,00;23; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;567,00;567; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;648,00;648; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;48,00;48; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;65,00;65; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;297,00;297; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;34,00;34; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;69,00;69; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;358,00;358; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;249,00;249; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;43,00;43; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;5,00;5; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;4,00;4; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;22,00;22; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;10,00;10; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;15,00;15; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;17,00;17; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;8,00;8; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;67,00;67; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;47,00;47; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;44,00;44; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;40,00;40; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;21,00;21; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;386,00;386; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;373,00;373; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;19,00;19; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;12,00;12; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;31,00;31; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;159,00;159; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;55,00;55; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;373,00;373; ; ; ;0; ; 
 Addis Ababa; Zone 4;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;119,00;119; ; ; ;0; ; 
 Addis Ababa; Yeka;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;33,00;33; ; ; ;0; ; 
 Addis Ababa; Zone 3;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;76,00;76; ; ; ;0; ; 
 Addis Ababa; Zone 3;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;144,00;144; ; ; ;0; ; 
 Addis Ababa; Zone 3;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;61,00;61; ; ; ;0; ; 
 Addis Ababa; Zone 3;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;186,00;186; ; ; ;0; ; 
 Addis Ababa; Zone 3;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;135,00;135; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;178,00;178; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;40,00;40; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;128,00;128; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;10,00;10; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;351,00;351; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;115,00;115; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;302,00;302; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;98,00;98; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;141,00;141; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;16,00;16; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;19,00;19; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;33,00;33; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;87,00;87; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;99,00;99; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;187,00;187; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;314,00;314; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;493,00;493; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;538,00;538; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;684,00;684; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;167,00;167; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;392,00;392; ; ; ;0; ; 
 Addis Ababa; Zone 2;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;194,00;194; ; ; ;0; ; 
 Addis Ababa; Zone 1;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;348,00;348; ; ; ;0; ; 
 Addis Ababa; Zone 1;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;33,00;33; ; ; ;0; ; 
 Addis Ababa; Addis Ketema;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;28,00;28; ; ; ;0; ; 
 Addis Ababa; Aradra;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;88,00;88; ; ; ;0; ; 
 Addis Ababa; Aradra;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;140,00;140; ; ; ;0; ; 
 Addis Ababa; Aradra;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;47,00;47; ; ; ;0; ; 
 Addis Ababa; Addis Ketema;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;191,00;191; ; ; ;0; ; 
 Addis Ababa; Zone 6;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;99,00;99; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;89,00;89; ; ; ;0; ; 
 Addis Ababa; Addis Ketema;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;95,00;95; ; ; ;0; ; 
 Addis Ababa; Aradra;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;32,00;32; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;160,00;160; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;75,00;75; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;86,00;86; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;243,00;243; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;146,00;146; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;64,00;64; ; ; ;0; ; 
 Afar; Zone 3;Awash Fentale;020302;07/09/2007;Kiremt;Kiremt_2007;;1149,00;1149; ; ;;1246;1149; 
 Afar; Zone 3;Amibara;020301;07/12/2007;Kiremt;Kiremt_2007;;200,00;200; ; ; ;0; ; 
 Afar; Zone 3;Amibara;020301;07/09/2006;Kiremt;Kiremt_2006;;13200,00;13200; ; ; ;0; ; 
 Afar; Zone 3;Amibara;020301;01/08/2006;Kiremt;Kiremt_2006;;6000,00;6000; ; ;;160; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;102,00;102; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2004;Kiremt;Kiremt_2004;;547,00;547; ; ; ;0; ; 
 Afar; Zone 1;Dubti;020101;07/09/2005;Kiremt;Kiremt_2005;;25000,00;25000; ; ; ;0; ; 
 Afar; Zone 1;Mile;020105;07/09/2008;Kiremt;Kiremt_2008;;5000,00;5000; ; ; ;0; ; 
 Afar; Zone 1;Mile;020105;07/09/2007;Kiremt;Kiremt_2007;;1275,00;1275; ; ; ;0;1275; 
 Afar; Zone 1;Mile;020105;13/07/2006;Kiremt;Kiremt_2006;;6375,00;6375; ; ;;5524; ; 
 Afar; Zone 1;Mile;020105;01/04/2004;Belge;Belge_2004;; ;;4; ;;3170; ; 
 Afar; Zone 1;Elidar;020102;07/12/2007;Kiremt;Kiremt_2007;;620,00;620; ; ; ;0; ; 
 Afar; Zone 1;Elidar;020102;27/09/2006;Kiremt;Kiremt_2006;;620,00;620; ;18; ;0; ; 
 Afar; Zone 1;Dubti;020101;07/09/2007;Kiremt;Kiremt_2007;; ;; ; ;100;0; ; 
 Afar; Zone 1;Dubti;020101;07/12/2007;Kiremt;Kiremt_2007;;4000,00;4000; ; ; ;0; ; 
Amhara;North Wello;Mersa Town;030397;22/08/2010;Kiremt;Kiremt_2010;;;0;5;19;3745;;;
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;40,00;40; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;66,00;66; ; ; ;0; ; 
Amhara;South Wello;kalu;030407;20/08/2011;Kiremt;Kiremt_2011;;;0;20;;;;;
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;5,00;5; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;112,00;112; ; ; ;0; ; 
Amhara;North Gondar;Dembia;030111;20/08/2011;Kiremt;Kiremt_2011;;;0;;;;;;
Amhara;North Gondar;Gonder Zuria;030110;20/08/2011;Kiremt;Kiremt_2011;;;0;;;;;;
somali;;Mustahil;050606;21/08/2011;Kiremt;Kiremt_2011;;;0;;;;;;
Tigray;;Alamata;010407;22/08/2011;Kiremt;Kiremt_2011;;;0;;;;;;
Somali;Gode;kelafo;050605;02/05/2012;Belge;Belge_2012;702,00;;702;;;;;;
Somali;Gode;mustahil;050606;03/05/2012;Belge;Belge_2012;30,00;;30;;;;;;
Somali;Korahe ;kebridehar;050502;25/04/2012;Belge;Belge_2012;;;0;;;;;;
Somali;Korahe ;Shekosh;050501;26/04/2012;Belge;Belge_2012;330,00;;330;;;;;;
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;11,00;11; ; ; ;0; ; 
 Addis Ababa; Zone 5;;#N/A;07/09/2005;Kiremt;Kiremt_2005;;183,00;183; ; ; ;0; ; 
Somali;Fafan;;#N/A;01/01/2012;Belge;Belge_2012;;;0;;;;;;
Somali;Jarar;;#N/A;01/01/2012;Belge;Belge_2012;;;0;;;;;;
Somali;Korahe ;;#N/A;01/01/2012;Belge;Belge_2012;;;0;;;;;;
SNNP;sidama;loka abaya;070414;01/05/2013;Belge;Belge_2013;650,00;;650;;;;;;
SNNP;Wolayita;Humbo;070604;02/05/2013;Belge;Belge_2013;650,00;;650;;;;;;
OROMIA;East Hararge;Adhaki;011068;03/05/2013;Belge;Belge_2013;400,00;;400;;;;;;
OROMIA;West Hararge;Adigrat Town;010308;04/05/2013;Belge;Belge_2013;400,00;;400;;;;;;
OROMIA;Borena;Adwa;010204;05/05/2013;Belge;Belge_2013;400,00;;400;;;;;;
Somali;Shebelle;;#N/A;01/01/2012;Belge;Belge_2012;;;0;;;;;;
Afar;;;#N/A;01/10/2014;Kiremt;Kiremt_2014;100000,00;;100000;;;;;;
SNNP;;;#N/A;02/10/2014;Kiremt;Kiremt_2014;100000,00;;100000;;;;;;
Somali;Shebelle;Mustahil;050606;31/10/2015;Kiremt;Kiremt_2015;102000,00;;102000;5;;;10000;;
Somali;Shebelle;Kelafo;050605;01/11/2015;Kiremt;Kiremt_2015;102000,00;;102000;5;;;10000;;
Somali;;;#N/A;03/10/2014;Kiremt;Kiremt_2014;100000,00;;100000;;;;;;
Gambella;;;#N/A;28/08/2017;Kiremt;Kiremt_2017;13400,00;;13400;;;;;;
Afar;Awasi;;#N/A;01/04/2018;Belge;Belge_2018;;;0;;;;;;
OROMIA;East Hararge;Ayder;011067;02/04/2018;Belge;Belge_2018;;;0;;;;;;
OROMIA;Arsi;Degua Temben;010604;03/04/2018;Belge;Belge_2018;;;0;;;;;;
OROMIA;East Shewa;Endamehoni;010405;04/04/2018;Belge;Belge_2018;;;0;;;;;;
OROMIA;West Hararge;Enderta;010602;05/04/2018;Belge;Belge_2018;;;0;;;;;;
Somali;Afder;;#N/A;06/04/2018;Belge;Belge_2018;;;0;;;;;;
Somali;Fafan;;#N/A;07/04/2018;Belge;Belge_2018;;;0;;;;;;
Somali;Liben;;#N/A;08/04/2018;Belge;Belge_2018;;;0;;;;;;
Somali;Nogob;;#N/A;09/04/2018;Belge;Belge_2018;;;0;;;;;;
Somali;Siti;;#N/A;10/04/2018;Belge;Belge_2018;;;0;;;;;;
Somali;Shebele ;;#N/A;11/04/2018;Belge;Belge_2018;;;0;;;;;;
Somali; warder;;#N/A;12/04/2018;Belge;Belge_2018;;;0;;;;;;
